"","X1","X2"
"6283",6283,"1000010100001000111111111000001010101100100010001001100100111110010001100001110101101101000000011011"
"6284",6284,"1111111110111111111111011111111111111111111011111111101111111011111111111111111111111111111011111111"
"6285",6285,"1001100110110111011001111001100000100100010010101000001110001011100101111001010001111001000111110000"
"6286",6286,"1011111110111011011111111001010101111010101111111011101111111111111110101111011111011111111011111101"
"6287",6287,"1000010110000100001111111100110010010100110000101010000111001100000110001011110000011101100100000100"
"6288",6288,"1111010110100111110111110111100000000100100111111110101100011000000001011101011110111101101111011101"
"6289",6289,"1010100100001100001111101101100000100100010110111000011111001111001100010000000101010101010000001000"
"6290",6290,"0010000000000001100010110101000000110000000000101000110100010000100100100000000001010000000110000000"
"6291",6291,"0000000000010000001010001010000000000000010000001000010100000010000100100001000100000001000000000000"
"6292",6292,"0000000100100110000101111101001000010000010000001100010000001000000000000000000000001000000100011000"
"6293",6293,"1011111110111111111111111101111111111100111111111110101111011110111110111101111111111111110110011111"
"6294",6294,"1011000000100101110101011101000000010101000000011111001100111111010100011001000011001001100010010000"
"6295",6295,"0001100110100111011111001101000000101100010000101010011100001000100000001000000000000000000000000000"
"6296",6296,"1111111111111111111111111111111111111101111111111111111111111111111111111101111111111111111111111111"
"6297",6297,"1001001110111100110011111101000000111100000100101111110110001011111001111000011101111111110010000010"
"6298",6298,"1111110110111111110111111011111110111100011010111111111111111110011111011100011111110111111110111111"
"6299",6299,"1011010110101010010111011111001100000001010100011100101100001000110001000001000101000011110111001001"
"6300",6300,"1111110110111111111111111011111111011111111011111111110111111011110111101111111111111111111111110111"
"6301",6301,"1101100010001101011001011010000010000001100110101100010111011111010100011000101101000000011011100001"
"6302",6302,"1111111111111111111111111111111111011111111111111111111111111111111111101111111111111111111111111111"
"6303",6303,"1110010000100101011011111110000000001001010110111110110100001101110001001000000101000001001001001101"
"6304",6304,"1010000100011000100001011111100000110000010001011011001110011010000101100000000001000001010000000001"
"6305",6305,"0000000100000110000000000000000000000100000000100000110000000000010001001000000001000000110000001011"
"6306",6306,"1000000100100010000001111100000000100100100000001010001100000001000100000001100101000000010001011001"
"6307",6307,"0011000100010010011011011000100000001010010000101000010100001010100000000001000000000010010000000100"
"6308",6308,"1011001110011101111011111011100011111100111010111111010111111011111101111011011101010111101001001101"
"6309",6309,"1111011111111111111011111011111111110111110101111110110111111111011111101101011011011111111111111111"
"6310",6310,"1111111110111111111111111111111110111001111111111111101111111110111011111110111111111111111111111101"
"6311",6311,"0000010100100000000011111000000001000000000000001100011000100110100101000001010001000100000010000010"
"6312",6312,"1111110110111111111111011111011011101111111010111011111111011110111101111111110101100111111011110111"
"6313",6313,"0011010110010100001001111101000000101000010010001000000110001000011011001001100000011101101000010000"
"6314",6314,"1011000110010101000101001001000010001110100011001010101110101101011100000001010100011000010010010001"
"6315",6315,"1011010110110101111010111001010000011100000000101000111110111001101100111000000001011100111001010111"
"6316",6316,"1111011111111111111111111111101111111101111011111111111111111111011111111111111111111111101111111111"
"6317",6317,"0111000111100111111111011111100100100000111010101100001110111010010101101010011101011101111111101001"
"6318",6318,"1011001100110111111001011001000000000100000000101110010100011001011111001010000001000001100000011000"
"6319",6319,"0000000000000000101000001100000000100100000000001100000000000000000100000000000000000000000000001000"
"6320",6320,"0000000000001100000011100000000000100000000010010000010100001010001000000001000000000000000001000000"
"6321",6321,"1111001110111101111111111000100010111000100110111011111110111011010111101101001101011110110111110100"
"6322",6322,"0000000100000010000010011001100000000000000000001000001010000000101100010001000000000000000001001000"
"6323",6323,"0000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000"
"6324",6324,"1011000110100001001111000101000000101100001100101001000100011000110101010011010001001000000000010010"
"6325",6325,"1010000000100001000111011000010000110000100000011000000110001000010100100000000101001101000100100001"
"6326",6326,"1000000000010000011100010000000000000100010100001000000100000000101000100000100001010110100010000001"
"6327",6327,"0011110110110001111011011101000010001100001010011000001111000000101101001000000101011101100000000001"
"6328",6328,"1011000110011101111111111111000000001100000000111011100110011001110010111010011111001011000011100100"
"6329",6329,"1011011110111100111111011111111010010101101111111110000111011111111111101101011101111111101010111111"
"6330",6330,"0010000000000000000000010000000000000000000100101000000100001000000000000000000000000000000000000000"
"6331",6331,"0111000100111101011011011111000000100000110111011011101110010110110110001011001101001011011010011100"
"6332",6332,"1010010110111101001011111111000010010001001011111110011110011010010011110011100001001001101000111100"
"6333",6333,"0000000110000001011111001101000000010100001010001110001100010000000001011001000001011000100001000000"
"6334",6334,"1011001100111111011010011001101000111101001110011010001101011000001101101001000001011111000000000001"
"6335",6335,"0000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000"
"6336",6336,"0010000100000110001111101011000000000100000010101110000110101110001000001000000101010000111001011001"
"6337",6337,"1111111111111000111011011001111111011001111110101111111111111111111111111110111001011111111110111101"
"6338",6338,"1000000000000000000000011100000000100100000100001100100100000010001000000010000100000101000000000000"
"6339",6339,"0010000000010000001000001000000000100000000000001000000100000000000100000000000001000001100100000001"
"6340",6340,"1011010111111001111101110011101111011110101101111111110101011011010111101110111101011101111100111111"
"6341",6341,"1011000100011010100011111101101000000000100000011110110110001010100101001000000000001001011010001001"
"6342",6342,"1011000110101111011111111111011101111100101100111111000110111011011011101111011111101111110001111111"
"6343",6343,"0000000000110000000000100000000001000000010100001000010100000000101000000010000000000000000000000000"
"6344",6344,"1111111111111111111111111111111111111111111111111111011111111111111111101111111111111110101111111111"
"6345",6345,"1010000100101000010011011000000010100000100100111100011100001010100000000100000100001001110010101001"
"6346",6346,"1111111111111111111011111111111111011100101011111011110111111011111111111101111111111111111011111111"
"6347",6347,"1011010110111110000111111101011110011000010010110111110100011011001101111111011111011101111010011101"
"6348",6348,"1111111111111101111111111111110101010011111001111011110101111111111101111110111111111101111110110111"
"6349",6349,"1010010100011001001011001110110010100101010001001010101111011011011010100001000001010101100000010001"
"6350",6350,"0000000000000000000000000000000000010001000000000000010000001001001000000000000000000000000000000000"
"6351",6351,"0111100100110000011010111110100000000001010111101111100110011011000111000000011101000111100111001101"
"6352",6352,"1111111111111111111111011111111111111111111111111111111111111111110111111111111111111111111111111111"
"6353",6353,"1011010000100111001010101011000000011001100000001100100100001010010100000001000001001000010000000010"
"6354",6354,"1010100100100001010011111101101010011101010000111100001111011001110011011010000001110100100100100001"
"6355",6355,"0010000100000011000000000000000000100000000000001000000000000000100000000000000000000000000000100000"
"6356",6356,"1111011110110101011111111001000110000000101010111010000101101111010011100111011101011011110011011000"
"6357",6357,"0001000000010001010000010010000000000000010001101100000010011000001100001000000000001001000010000000"
"6358",6358,"0000000000001100000101001100000001000100010000011000010000001000000001000010000011000001000000001000"
"6359",6359,"1111111111111111111111111111011110111101111011011011100101011111111111111110111111111111101111111101"
"6360",6360,"1000000100110001101000010010000000100000000000001000010110011011000001000001000101010000010000001010"
"6361",6361,"1011111110011101111111111111111111111000011111111011111110111010110111101101111101001101111111111101"
"6362",6362,"0000000000000000000000100101000000100000000000001000110100000000000100010000000100000000010000000010"
"6363",6363,"1011101110111101110001011000110000110000100110001110010100111010001101101011000001100001010010101011"
"6364",6364,"0010000100010101000010111101000000000000100100011000010100000011100000000010000111000001000000010000"
"6365",6365,"1011000110111100111111011111001010011100011100111010001111011111110100011110010101101111101000100101"
"6366",6366,"0000000100100000001001000101000000000100000000001000001100001111000100000001000001001000000000011000"
"6367",6367,"0000000110011100011111011111110000100000000101111010111110011101110111111001000101001111100010011101"
"6368",6368,"0000000000000100000010001000000000000000000000000000000000000000000000000001000000000000000000000000"
"6369",6369,"1001111110111101111001011011100000110101011110111010110111011111101101011101111011101111101111010001"
"6370",6370,"1010010100011000010011000101000001010000000011101110010100100010000101011011010001011111000000000000"
"6371",6371,"1111111111111101111111111111111111011101111111101111111111111111110111111111111111111111111111111111"
"6372",6372,"1000000000010000000000001000000000000100100010000000000100000000010100000001000000000000000000000001"
"6373",6373,"1001000100010000010011011011010000110100100000101101100100100110000001100001000001011101010001010000"
"6374",6374,"1111110110110110111111011111110111111101111111101111111110111111111111111111111111111111111001111111"
"6375",6375,"0011000110010110110001111100000000000001110001111010000101011010010101001011000001110001110001010010"
"6376",6376,"1000001100000001010000101010000110100000100010001010100100001110101100001001000001100000100000001000"
"6377",6377,"0000000100000000010000000000000000000000000000001000000000000010000101000000000000000000000000000000"
"6378",6378,"1111110110111011011011011111111111111101011111111111101111111110111111011111111101111111110001011111"
"6379",6379,"0000000000010100000000001000000000000100100010001000000100000000000000000001000000000000000000001000"
"6380",6380,"0111111111111110101101011111011110101000110001111111001111111100011101111101001101111001111100110101"
"6381",6381,"1001100100110111111111111101100001110101111011111100000110111011111110111101010001101101110001111001"
"6382",6382,"0010010010010111001011110110101100010001000000111001000110101111010101011000100001010001000010011000"
"6383",6383,"1010010110011110110011011101100100010101000011111000100110011010110111101101110011011000111011000001"
"6384",6384,"1111011111111110011011111101100110011100101110111110110101111110111111101111111111111111101111111011"
"6385",6385,"0111101110111101111011011111000010001111101110111111111111011011111100101101011101111111110111111101"
"6386",6386,"0010000110011010111111111001011000110000101010101110010110011010010101010000001101010111100010011001"
"6387",6387,"1001000110110101010001111001000010000000011000111001000100011100000001011010010111001101100001010000"
"6388",6388,"1011110110111101111111011011110110011101111010101011111111111111011111111111001101111011111101010111"
"6389",6389,"0000000000000000011010110000000000101000000000100000000000001010000000000000000011000000000000000000"
"6390",6390,"0010000110110000110111010110110011111000110100111110111010101010001001001010000001011101000101010001"
"6391",6391,"1000000000010011001000001100000000110100000100001100000110001000001000001000000001011001110000000000"
"6392",6392,"1011010111111101111111011111111000011010111011111110111111111010111111001101111001001101111000011101"
"6393",6393,"1010000110010111011110111000100000000000011000111101001110101011110101100111000001001001010011000000"
"6394",6394,"1010000111011000111111111111001010011100100000111001011011110010001001001111011001000001001010010011"
"6395",6395,"1111111111111111111111111011011111011001111011111111111111111110110111111111111111111111111111111111"
"6396",6396,"0011000110111111011111011101001110110001010010101000111111101110001101110011000011011111100001010001"
"6397",6397,"1001000100001000001001111000100000100101110000101100011100000010001000011010000100000001000000000000"
"6398",6398,"0000000100000000000010000000100000100000000000011000011110000010001100000001000000000000000010000000"
"6399",6399,"1000010100000110011101111000001101100001000000101010001100000000000100010000000100010000000010011001"
"6400",6400,"1111111111111111111011111101111111111100111011111011011111111111011111101111111111111101111110011111"
"6401",6401,"0101100100101100110100011011000100110001111000111000101100011010001111001011000001011001000001010010"
"6402",6402,"1000000100000000000000100000100000000000000000100000010000000000000000000000000000000000000000000000"
"6403",6403,"0001000100000010111111111000000110111000110110001100000110011011001001000001000001001011000001000011"
"6404",6404,"1010001100111110111001101110100000000101110010011100110101010111100100011010000000000001011010100111"
"6405",6405,"1111110110111110111011011111001110111100001011111111011110111111111101111110011111111111100110011110"
"6406",6406,"0000000000000100000000010000000000000000010000001000011000000000000000000000000000000000000000000000"
"6407",6407,"0000000000000000000000000000000000100000100100000100010000000000000100000000000000000000000000001000"
"6408",6408,"1010110110001010011001011000000000111100011000101001010110001001010100011010000001010101000000000000"
"6409",6409,"0000000000100000000010010100000000100000000100000000001000000001000100001010000000000001000000000000"
"6410",6410,"1000000100100000001110011100100000010100100000001110010100101011101100000100100001000001011000000010"
"6411",6411,"0011010110011101111111011111001010011000001101111100101111111011111101001111100011110001000011110101"
"6412",6412,"1001001111111111011011111110001110010001110101001111111111011011011110011111011101111111101011110101"
"6413",6413,"0011110110011111010111111011011010110101011111111011100111111100110101011100010101011100110011111111"
"6414",6414,"0000000000101000100000110010100000100000000100100000010100000010011000000001010000000001000000000000"
"6415",6415,"1111000100111111101101111101100011010010011001101010010111111001101111001001001001010111100011001010"
"6416",6416,"0010000000000101011100011000100000100100010000101000011100001010011001001000000000011101010010000001"
"6417",6417,"0110000010111100111010111111100000111001110100101001001101011011010100111001001101001101110000111101"
"6418",6418,"1001000110110101101110101101100001010001110001111110111111101010010100011010010111001001101110110001"
"6419",6419,"0000010100000000000010100000100000100000000000100000000100000000000100000000000000000001000110001001"
"6420",6420,"1011100110111011111101111101001100111100011110111011111111011010110111111101000001010010111010110100"
"6421",6421,"1010010110011101011111011011001111110011011001101111100111111010110010001101010101111011111111011111"
"6422",6422,"0000000100010000000111011000000000010100000000111010000100001000100000000000010000011001100000000000"
"6423",6423,"0010001100001100000000100000000000000100000000101000000100001001001000101001000001000001000010000000"
"6424",6424,"1010000110000101011111111111000000110110010000101100011100101000011000110010000100001101110010001000"
"6425",6425,"1010000000000001001000010000000000100100100100001000010000000000001000000011001101010000000010000000"
"6426",6426,"1011011111110101111111111111011111111111011111111111001101111111111111011110111111111111111011111111"
"6427",6427,"1011111110110111111111011111111111001010011011111111100111111010111111011101011011011111111000111100"
"6428",6428,"0000000000000101010101100011000000100000000000001100000000001000001000001011000001000001000010001010"
"6429",6429,"1000000000010100000011000100000000000000000000011100100100000010000000001000000000010000000000000000"
"6430",6430,"0000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000"
"6431",6431,"0000000001000011111000001100000000110101010100101000001110001010000001000010000001001110010000000000"
"6432",6432,"0010000000101000000000110000000100001000000000001100000100000010000100010000000000000000010110000000"
"6433",6433,"0011000100110010010001011011000010110000000001001110010110100010001101001001000101000001001000011100"
"6434",6434,"1000110110101101111000001011101000011000000101111111101110001011011100111110000101011011000001101000"
"6435",6435,"0000000000001000000000010000000000100000100000000100000000000010000000000000000000000000000000000000"
"6436",6436,"0011000100101111010011101011100010000101001110101100001110001000001001110000100101010101110011110100"
"6437",6437,"0010100100011100101011111111000000110100010100001010001111101110101110000001100100011110100000010001"
"6438",6438,"1010101110110110111011111110101000110100101100111100000110001101011001001001100101110111111010010010"
"6439",6439,"1111111111111111111111111111011101011001011101111111111111111111110111111111111111111111111111111111"
"6440",6440,"0000000100011100000010000000000000000000010000011000000000001100011001000000000001001010000000000000"
"6441",6441,"0010000110110110101011111111000000000101010010001010011110001011100001000000010101100000010000110011"
"6442",6442,"1111110110111110011011111101111001111001101111111111100111111110111110001100011111111111101001110111"
"6443",6443,"1011000100011000011111111110000100000110010000100000001110001010001110000001010001010011110101101001"
"6444",6444,"0000000000000000000100110100100000000000110000101000011100101010000000010001010100000000100010000000"
"6445",6445,"1011110110111000111111001011011000101000001111011111010101011101111011011110001001010101111111011010"
"6446",6446,"1011100110110111011111111101001000110000110000001110111110001110011111000111000101100101001000111010"
"6447",6447,"0000000000001000000011111000100000100100000000001010011010000010000000000001000101000000010000000000"
"6448",6448,"0000000000100000000000000100000000000000100000001010000000101000000000000000000000010100000000000000"
"6449",6449,"0011110110111111011111011001011000111100001010111011100111111011110111111100110101011101111011110111"
"6450",6450,"1010100110011001111111111111011000001001001000101011010110011001110001001001100101010111110010010100"
"6451",6451,"1011111110111111011110011111011001001100110010111011110111111111110110011110110001110111110111011111"
"6452",6452,"1111101110111111111111101111011111011101011110111111111111111111110011111111001111011111111101110111"
"6453",6453,"1111011111111101111111111111111111011011111111111111111111111111111111111111111111111111111111111111"
"6454",6454,"0001101110111111110011111100000000001100100110101111101110101010011100011100010001011001001001010001"
"6455",6455,"0011100110011101110011111110000001111101111010111000101110011010101111101010101101101100111110101101"
"6456",6456,"0000000000000000000010110000000000000000000000000000000000000000010000000000000000000000000000000000"
"6457",6457,"0000100100000001101011100000100000010101000010001000001100000000000000000000100001010111000000000000"
"6458",6458,"0001000100001001001011001101100000100101000000111010010101000011101100111010000001010101000110000001"
"6459",6459,"1111111111111111111111011111011110111101111000111111100110111111100111001111111101111111100011011111"
"6460",6460,"1111101110110111111111111111111111011101011111111011110111011111111111011101111111011101111110111101"
"6461",6461,"0001010110100001101011111001000000000010101000111011010100111110110100011001011100001111000011101000"
"6462",6462,"1000000000100001100011000100100000100000000100011000011100000100000000000000010000010100100000000010"
"6463",6463,"0000000100000011001011010100000000100000000000101000000000100000000100000000010000000000000000000000"
"6464",6464,"0000000000011101001001001000000000000100000000101100010100000010000000010000000000011001100000001100"
"6465",6465,"1111101110111101101111111111010000111101111100111011110111111011101111001110011001111111101001011111"
"6466",6466,"1011001111111101111011011111101110111100111111111111111110111111111110011111111111011111101111111101"
"6467",6467,"1011110110111111111110111111010111111001011011111101111111111110111111111000000101011011101010011001"
"6468",6468,"0001000100110111011111011011001000101010011011011111011110001111110111011000100011010010100010100000"
"6469",6469,"0000000000000000000000000100000000000000000000001000010100000010000000000000000000000000000000000000"
"6470",6470,"0010000100111001000100011000000000100000000000100000001100001010001101000010001000010100100010001000"
"6471",6471,"0011110110110100011111111011111100100000010110111110111111011011001100101010000101011111101011111101"
"6472",6472,"0011010110011001001100111001000010101001010010101110010110011010010100111101011001000001011001101000"
"6473",6473,"1011111111111101011011111111011111111101111010111011111111110001010111101010111101111101111111111110"
"6474",6474,"0011001110011011011011111010000010000000011000010110001110101011001101110110000001000101010011010010"
"6475",6475,"1001100110011111111111111111001110011101011100111011011110101111010011111101000011111111110001110100"
"6476",6476,"1111010111111111011111111111111111111011111110011111001101111111110111101110111111111111111100110111"
"6477",6477,"0010000110001000110111101001100010100100100010101000011100011010010011100010000101000100001000010011"
"6478",6478,"1011111111111111001011111111110110111100101100111011101111111111100110111010111101111101110000111001"
"6479",6479,"0111011110111011111111111101111101111100011011111101101111111111111111111110011111111111111111111111"
"6480",6480,"0011001101011000111111111001000010111101001100111111110101111011011010001001000111111111010100000001"
"6481",6481,"0011000110011101111111111001100010000100110110011001100110011001000001100001000100100001010010001000"
"6482",6482,"1011110111111111111111111111011000111000001101101001111111111111011111011111011111110100110110100011"
"6483",6483,"0111100110110110111011011111011011110100111000111111100111111111111101111111001101011101101011111100"
"6484",6484,"0001000000110001000000000010000000000000100000000000000100000000000000000011000000100000000000000000"
"6485",6485,"1001000010010011001110010001000000000000010010111000000101001110001001100011001001001100010000010100"
"6486",6486,"1011010110110111111011010101100000111101101010111010010101101101111011101110011111010101010011010001"
"6487",6487,"1111111111111111111111111111111111111001111111111111111111111011111111111111111111111111111111111111"
"6488",6488,"0000000000010000000010000000000000000100000000101000001010000010000100010001000000000000000000000001"
"6489",6489,"0011000000011000001001110010000000000010110010101000001110101011000100110100000011110111000010100001"
"6490",6490,"1000000010111001011000000101100100100000001000111000001100001011000100110001010101001001001010010000"
"6491",6491,"0000000100011000001011011010100000100100000100100000000100000000100001010000000000000000001000000000"
"6492",6492,"1001000100010111000011000101000000111000100110001010110100000010101100000001011101011001100010000000"
"6493",6493,"1011000110010010011010101000000000000000101100000000010100101101110001001000000101001110000101000000"
"6494",6494,"0010000000100100100011010000000000010000010010011010000000001011010101001000010100001000011000001000"
"6495",6495,"0000000000000100000000000000000000000000000000001000010000000000001000000000100000000000010000001000"
"6496",6496,"1111101111111101111111111111011111111001110111111111111111111111010101111111011101111111101100111001"
"6497",6497,"0011010110111101111101011101111010111101111000111011000111111111011111011000000111011011111010011111"
"6498",6498,"1011000110111000000111011101000010111100010000101110011110101110011101101010000111011101101011110101"
"6499",6499,"1011100100110001111111011100000010001100110101001010011110001011001000000000100100011000000000101010"
"6500",6500,"0000000010100001011001110101000000011100110010101001111100101001000100011000000011111101001001000100"
"6501",6501,"1111100110111111111101111101011111111011111101111011011111011110110111111110110101011011111111111101"
"6502",6502,"0000000100000000111011010100000000000000010100101000010110001101100101000000000000000100000100000000"
"6503",6503,"1111111110101101011101111111111001110101001011101111110111011110110111111110011111111110011011110111"
"6504",6504,"1111101111111111011111001011111111111101001111111111111111111110011110111111101111110111101111111111"
"6505",6505,"1011000110111101111011011110000000000001010110111010011111001100100101101010010011010100110111001010"
"6506",6506,"1111111111111101111111011111111111011111111011101111111111111010111011111100111101111111111110111011"
"6507",6507,"0011111110110101011111111111111001111011100010101010111111111110110011011001001111111111101001011001"
"6508",6508,"0000000100000010000000010100010000000010000000001000011100000010100000000001000000000000010000000001"
"6509",6509,"0000000000000000000000000000000000000000000000001000010000000010000000000000000000000000000000000000"
"6510",6510,"0010101111110101111111011111000000111100110011111110111101111010000110001001110101110111001110011110"
"6511",6511,"1111000110101010111011011011110010111000001100111111101111111011011101011110100111011011001011011110"
"6512",6512,"0000000100001101010011100001000000010010000000001110000111001111000001100000100101110000100000000000"
"6513",6513,"0000001100100001010000110010000000010000110100001000110000011010100100001001000000001000000010000000"
"6514",6514,"1011000110001111011111111011100001101000111110111010010110110111010000011010010001101011110000010001"
"6515",6515,"1000000000001000000010011000000000000100000000000000001100000000000000000000000001000000010000001000"
"6516",6516,"1111111110111111011111011111111111111111111011111111100111111111111111111111101111111111111011110111"
"6517",6517,"1111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111"
"6518",6518,"1011000100100110011001011110010100100000111110101111010101001011100110000000100101011011100001011100"
"6519",6519,"0000000010000110000000001100100000100000010000101000010100001000000001000000000000100000010100000000"
"6520",6520,"1000000100101001111110000000000000000010000000101010010100000010000001000001000000010000001000000000"
"6521",6521,"0000000000001000000000000000000000000000000000000000010000000010000000000010000000000000000000000000"
"6522",6522,"0000000000000100000101011000000000000000100100001100100100001001100100001010010001001001100000000000"
"6523",6523,"0000000000000000000001101000100000000000000000000000000000000010000000000000000000000000000000000000"
"6524",6524,"0000000100011000001001011000000000100000000100000000000000000000000100000000000001000000000000000000"
"6525",6525,"0011000100001111010010011110100000100101001010001010000110001110001101010000000000000001010000000000"
"6526",6526,"0000010110010001010001011001100000100100110010010000010100011000001000001000000001011101001000001000"
"6527",6527,"0000000000001000000010000000000000100000000100000000010100000000000100010001000001000000000000000000"
"6528",6528,"1000000100000001000111100000000000000000000100101001010100000000000001000000000000001000000000000000"
"6529",6529,"0001000110110100111110111111001010111000111000111100010100000100001110101000001011000001111011111111"
"6530",6530,"1010000010101100101100011000000000100100000000101000010100100010100000101010100101010001000100110000"
"6531",6531,"1001000110101000011010000100001000100000101000011001000100001100000001100000000001010010100011011001"
"6532",6532,"0000000000010010000000100000000000000000000000001000000000000010000100000000000000000000000000000000"
"6533",6533,"0001000110100110110001111100000000100101010100101101101100001011000001101011010111100101010000010101"
"6534",6534,"0000000100000000011001111001100010100100000000110000110100001010100100000001010101000100000000001000"
"6535",6535,"0000000100000001011011001000000000110000000001001101001110001000000101000001000000001101100001000001"
"6536",6536,"0111010110111101011111110111111011111100111000111111111110111111111111101101101101111011111111111011"
"6537",6537,"0111100110111100010011011101101010110101001110101111111111011011101111000001011111111111100101110011"
"6538",6538,"1111111111111011111111111111111111011111011110111111111111111011111101111101111111111111111011111111"
"6539",6539,"0000000000000000001000000000000000100100000100001000000000000000000000000000000000000000000000000000"
"6540",6540,"1011100110111101111111111111111011111100011100111011111111111011111111111111011101111101111001111111"
"6541",6541,"1111111111111111111011111111111111011011101111111011101111111111111110111111111111111111111111111111"
"6542",6542,"1011101110101001011011111011000000100101010010011000011100000100100001100110010000010101110111100000"
"6543",6543,"0010000100010101001010111000000001100000000000100110000100001000000000001000010000000001000010000001"
"6544",6544,"0111111110101101111011110001000100111100101011111011011110011000011111001110011011011101100010110011"
"6545",6545,"0000001100100100111011100100000000000100000000000000000100000000000000000001010001011001000000110000"
"6546",6546,"0001000100010111111001011111000111100101100110101010000110101010111101000010000001001001100001000001"
"6547",6547,"0011000110111111011111011111110010000100100000101001111110100010101111001110010111011101000111100011"
"6548",6548,"1111110100111111111111011001001001011110110010101111110110011011101110101011111111111111110000110111"
"6549",6549,"0000000000000101001001010001000000000100000000011100011110100011001100000010000000000001010000000000"
"6550",6550,"1111111111111101111111111011111111111110111011111111001111111111011111111111111111111111111111111111"
"6551",6551,"1111111111111101111111011111111010111111001111111011101111111111111111111110111111111111111101111111"
"6552",6552,"1011111111111111111111111101011101111110111111111111111111111111111111011110111111111111111011111011"
"6553",6553,"0011010100010001101111011010000000100001100010001000100111101010101001001001010001001001000001010000"
"6554",6554,"0000000010010001100011110100000001000100010000011110000100100000001100100000000110011000110010010010"
"6555",6555,"0000100100010100110111111100010000100001000000001000110100000001001000000011010100001000001001000101"
"6556",6556,"0000000000100100000000110100000000100000010000001100011000000000000000010000000000000000010000000000"
"6557",6557,"0000000000000111000010000000000000000000000100000000110100000000000100000000000000000000000000000001"
"6558",6558,"1111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111"
"6559",6559,"1111111111111111111111111111101111010001110101111101111111111111111101101111011111111111111010110011"
"6560",6560,"1010010110111111011101111101010000011100101001101110011110101011110001111000001101111100110011101011"
"6561",6561,"0000000000011001000000110000000000000000000000000000000010000000000000000001000101000001000000000000"
"6562",6562,"0000000000101010000000100000100000000000010000000000000000000000000000000000000000000000010000000000"
"6563",6563,"0010000100100110110001001100000000001001001000000000100100000000010100001011001101000100010000010001"
"6564",6564,"0111111111111101111111111111101111011001111110111111111111111110110111111110111111111111111011111111"
"6565",6565,"1111010110111111111011111111101101001110111110111101000111111010110111111111011011100111111101011111"
"6566",6566,"1000000010011001011000000000000000000000100100001000000010101010010101101000000000000000000000000001"
"6567",6567,"1111010111111101111111111111011111011110011111111111111111111111111111111111111111111111011010111111"
"6568",6568,"0000000100101100000001011110000000000000000010001000010000001011101100000100000000000000000000000000"
"6569",6569,"1111111111111101011111011011001111111100011011111010100110111011110101101001110111011111010100010001"
"6570",6570,"1011111111111101111011011111110110011110011111111011111111111011111111101110111101111111110010111111"
"6571",6571,"1111010111111100111111011111111111010010011101011110000111111111111111110100000101111011110011110011"
"6572",6572,"1000000000000110000000011100100000110000100000011000000100000100000000011000000000000000000000000000"
"6573",6573,"1111101110001101110011111100000110110111111110101011111110111110000111111110000101111101101101111001"
"6574",6574,"0000100100100001001011100000000001010100000000001100000100100000010000000000000000000001000001011000"
"6575",6575,"0000000110011100110110111001110000100101000010101010000000101100010100010000001001010100001101001000"
"6576",6576,"0011001110011110111011001011000110010010111100111000010100111000110101001101011101111001110110011101"
"6577",6577,"1010010110110101111111111111100000101100010110101011010110001011100000001111011010011001100000000011"
"6578",6578,"1011111110011111111111101111100111111101011010101011101110011111100101101101110101011101111000111111"
"6579",6579,"1111011110111100011111111111111111111100011111111001111111111111111111101001111111011111111111111101"
"6580",6580,"1011000110111101001001001111110100100101000100111101011100111010111111100011010101011001010010010000"
"6581",6581,"0011000100111011011111011111100000001100011101101101101100011110110111001010101101011111011001000111"
"6582",6582,"1011010110001000111010011100000000010100010110001100000110000010100001000001000001001001011001000001"
"6583",6583,"0011001110110100111111011011001110000000100010111111110110001010011111101101000011011111111101001001"
"6584",6584,"1011010111011101111011011101111110011001001111111010110111011011010111001111011101111111101001011111"
"6585",6585,"1111000110111101111011011011100010111100001110111110101111101010110110111101011101011111111111011111"
"6586",6586,"0000000100011101001010011010000000100100110000001100000000000000000001100011000000000000000000000000"
"6587",6587,"1000000100010000000101101100000010100000010110101000000100001011000000001000000000010000000000000001"
"6588",6588,"0000000100100110011001011111000000010000100000101110000100101010010001000000000101001110000011001000"
"6589",6589,"0010100000000110001101011001000000010000010010101100101100001010111101001000000100010001000100000000"
"6590",6590,"1011010110111110111111111101101000101101011001111111111111111111111111111111011111111111111011011111"
"6591",6591,"1001100110111011111010111111110110011000001011111110111010111111111111011110000101011001001110111010"
"6592",6592,"0101100100000100010000110000000000000000000000001000010110001010000101000000000100001000001000000000"
"6593",6593,"0010000100110001011001111101000000110000000100001010011100001010110100000100101001011001101000011001"
"6594",6594,"0000000000000000000000100000000000000000000000010000010100000101000000010000000000000000000010000000"
"6595",6595,"1111111110111111111111111111111111111101111011111011101111111011111111111111111111111111101111111111"
"6596",6596,"0000000000000001000001010000000000100000000000001000000100000000000000000000000000000001000000000001"
"6597",6597,"1111111111111111111111111111111111111111111011111111110111111111111111111111111111111111101111111111"
"6598",6598,"1011100100110100111011011010000101000000010100001110111100101111101101011010001101000010110101001011"
"6599",6599,"0010000100010010001011101000010100110000000100101010001110001110000100001001000101010111000000001000"
